the_geom,unique_id,site_name,on_year,manufac,model,type_tower,MW_turbine,total_ht,tower_h,blade_l,rotor_dia,rotor_s_a,lat_DD,long_DD,state,county,conf_attr,conf_loc,WENDI_name,EIA_name,FAA_jdate,FAA_AGL,FAA_ORS,image_name,image_year,comments
MULTIPOINT ((-102.7195734280001 37.686367883199985)),16592,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.6864,-102.7196,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001042,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.7291594060001 37.68758354950007)),16593,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.6876,-102.7292,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001039,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.7226017190001 37.687579897100015)),16594,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.6876,-102.7226,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001041,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.72588755000012 37.68758398440001)),16595,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.6876,-102.7259,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2006330,114,08-001040,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.8515858850001 37.687618586700005)),16596,Twin Buttes,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,37.6876,-102.8516,CO,Bent,2,2,Unknown,Unknown,2008070,119,08-020154,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.84889082400012 37.68935453649997)),16597,Twin Buttes,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,37.6894,-102.8489,CO,Bent,2,2,Unknown,Unknown,2008067,119,08-020123,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.8456368500001 37.689762431600045)),16598,Twin Buttes,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,37.6898,-102.8456,CO,Bent,2,2,Unknown,Unknown,2008067,119,08-020124,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.8426739620001 37.69130432210002)),16599,Twin Buttes,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,37.6913,-102.8427,CO,Bent,2,2,Unknown,Unknown,2008067,119,08-020130,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.65542480700013 37.69311744900009)),16600,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.6931,-102.6554,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001026,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.65234032000009 37.6931156809001)),16601,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.6931,-102.6523,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001027,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.8393535690001 37.693352476800094)),16602,Twin Buttes,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,37.6934,-102.8394,CO,Bent,2,2,Unknown,Unknown,2008067,119,08-020131,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.8351820790001 37.69513252330007)),16603,Twin Buttes,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,37.6951,-102.8352,CO,Bent,2,2,Unknown,Unknown,2008297,119,08-020228,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.8212519600001 37.69805667830003)),16604,Twin Buttes,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,37.6981,-102.8213,CO,Bent,2,2,Unknown,Unknown,2007266,119,08-001292,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6486725300001 37.69930561940009)),16605,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.6993,-102.6487,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001029,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6516240920001 37.699305091500015)),16606,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.6993,-102.6516,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001028,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6424120230001 37.70058670100006)),16607,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7006,-102.6424,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001031,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6394950010001 37.70060754290006)),16608,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7006,-102.6395,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001032,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6453359810001 37.7005574259)),16609,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7006,-102.6453,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001030,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6073249300001 37.700920100999994)),16610,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7009,-102.6073,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001010,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6046052750001 37.70092052429999)),16611,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7009,-102.6046,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001011,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.62524679400012 37.702801076200046)),16612,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7028,-102.6252,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001037,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6224964280001 37.70280195120004)),16613,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7028,-102.6225,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001038,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6279639160001 37.70280201219992)),16614,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7028,-102.628,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001036,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6361714310001 37.70280320229998)),16615,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7028,-102.6362,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001033,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6306901050001 37.702802457100006)),16616,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7028,-102.6307,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001035,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6334452430001 37.70280275969997)),16617,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7028,-102.6334,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001034,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5758821490001 37.70686614520005)),16618,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7069,-102.5759,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001009,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.58321357800008 37.708336934700036)),16619,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7083,-102.5832,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-001007,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.57918235900013 37.7083351663001)),16620,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7083,-102.5792,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001008,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6286949700001 37.709915286999994)),16621,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7099,-102.6287,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001025,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6315264890001 37.713222953900036)),16622,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7132,-102.6315,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003355,114,08-001024,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.63463999700011 37.714506032400095)),16623,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7145,-102.6346,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2003334,114,08-001023,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.58590197800008 37.71447614910005)),16624,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7145,-102.5859,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001006,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5951274680001 37.71447582049999)),16625,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7145,-102.5951,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-001003,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.60129712200012 37.714478174500016)),16626,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7145,-102.6013,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-001001,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.59207729300012 37.71447372510003)),16627,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7145,-102.5921,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001004,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.59821962400012 37.71447827020005)),16628,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7145,-102.5982,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001002,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5889945900001 37.71458912420004)),16629,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7146,-102.589,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-001005,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6119333840001 37.71561382840005)),16630,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7156,-102.6119,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001020,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.62302023100011 37.71561067970004)),16631,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7156,-102.623,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001016,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6202565670001 37.71561284119999)),16632,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7156,-102.6203,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001017,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6175002750001 37.71561599049997)),16633,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7156,-102.6175,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001018,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6147254860001 37.715606954000016)),16634,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7156,-102.6147,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001019,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6092216960001 37.715620443000056)),16635,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7156,-102.6092,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001021,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6064426550001 37.715617704900055)),16636,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7156,-102.6064,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001022,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.62658696400011 37.71822218520007)),16637,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7182,-102.6266,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001015,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.63061867800013 37.719579768400045)),16638,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7196,-102.6306,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001014,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.57170753700012 37.723226149500036)),16639,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7232,-102.5717,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000993,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5690688570001 37.72322850490007)),16640,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7232,-102.5691,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000994,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.57962747100011 37.72322582189999)),16641,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7232,-102.5796,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000990,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.57435292700012 37.723228014700034)),16642,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7232,-102.5744,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000992,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5769944200001 37.723225918500056)),16643,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7232,-102.577,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000991,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5664017720001 37.72322657280006)),16644,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7232,-102.5664,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000995,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5822693830001 37.72322843580005)),16645,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7232,-102.5823,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000989,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5554767000001 37.72375660970006)),16646,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7238,-102.5555,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000999,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5609547600001 37.72375392850006)),16647,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7238,-102.561,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000997,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5527260370001 37.72375484010002)),16648,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7238,-102.5527,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-001000,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.56367093500013 37.723757031800005)),16649,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7238,-102.5637,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000996,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5582108060001 37.723756381000044)),16650,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7238,-102.5582,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000998,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6375063530001 37.72522833930011)),16651,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7252,-102.6375,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001012,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5917110150001 37.72542261889999)),16652,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7254,-102.5917,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000986,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5974642480001 37.72542480920011)),16653,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7254,-102.5975,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000984,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.6007333070001 37.72541757960003)),16654,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7254,-102.6007,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000983,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5888496580001 37.72542278299997)),16655,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7254,-102.5888,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000987,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.58595732600011 37.72541823670003)),16656,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7254,-102.586,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000988,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5946029270001 37.725425232500044)),16657,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7254,-102.5946,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000985,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.63417162500009 37.72557609560011)),16658,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7256,-102.6342,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004278,114,08-001013,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5871595930001 37.73758400530011)),16659,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7376,-102.5872,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000981,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5845182850001 37.73758413650007)),16660,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7376,-102.5845,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000982,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5897986500001 37.73758588880004)),16661,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7376,-102.5898,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000980,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5977154840001 37.737587771400015)),16662,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7376,-102.5977,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000977,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.60080643300013 37.7375875087)),16663,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7376,-102.6008,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000976,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.59507381700013 37.73759054960005)),16664,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7376,-102.5951,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000978,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5924330450001 37.73758768640003)),16665,Colorado Green,2003,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,37.7376,-102.5924,CO,Prowers,2,2,Colorado Green Wind Power Project,Colorado Green Holdings LLC,2004228,114,08-000979,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.4851541070001 37.79312438010004)),16666,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7931,-104.4852,CO,Huerfano,1,0,Unknown,Unknown,2012215,130,08-021039,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.4874763280001 37.79579382430009)),16667,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7958,-104.4875,CO,Huerfano,1,0,Unknown,Unknown,2012215,130,08-021038,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.4897818830001 37.79848826850009)),16668,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7985,-104.4898,CO,Huerfano,1,0,Unknown,Unknown,2012215,130,08-021027,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.4920096600001 37.801216046000086)),16669,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.8012,-104.492,CO,Huerfano,1,0,Unknown,Unknown,2012207,130,08-021025,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-102.5290295340001 38.032080982300045)),16670,Lamar Wind Energy Project,2004,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,38.0321,-102.529,CO,Prowers,2,2,Lamar Wind Energy Project,Unknown,2004074,115,08-001089,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5321627730001 38.032517236900134)),16671,Lamar Wind Energy Project,2004,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,38.0325,-102.5322,CO,Prowers,2,2,Lamar Wind Energy Project,Unknown,2004074,115,08-001088,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.5350377140001 38.03292263380004)),16672,Lamar Wind Energy Project,2004,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,38.0329,-102.535,CO,Prowers,2,2,Lamar Wind Energy Project,Unknown,2004074,115,08-001087,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.53791866800012 38.03332321590005)),16673,Lamar Wind Energy Project,2004,GE,1.5S,monopole,1.5,115.25,80,35.25,70.5,3903.62,38.0333,-102.5379,CO,Prowers,2,2,Lamar Wind Energy Project,Unknown,2004074,115,08-001086,Bing Maps Aerial,unknown,
